id,text,font_size,is_bold,page,x0,y0,x1,y1,centeredness,is_semantic,label
file01,Application form for grant of LTC advance,11.670000076293945,True,0,199.86000061035156,106.07836151123047,437.190673828125,119.10208129882812,0.9293265975823923,False,HEADING
file01,1.,9.744400024414062,True,0,70.0199966430664,135.93528747558594,82.12254333496094,147.68702697753906,0.2557017478622309,False,NONE
file01,Name of the Government Servant,9.744400024414062,False,0,95.99856567382812,132.9924774169922,243.4400634765625,144.7442169189453,0.5704850910090599,False,NONE
file01,2.,9.744400024414062,True,0,70.0199966430664,154.05015563964844,82.12254333496094,165.80189514160156,0.2557017478622309,False,NONE
file01,Designation,9.744400024414062,False,0,95.99856567382812,151.0488739013672,149.32675170898438,162.8006134033203,0.41231145778623945,False,NONE
file01,3.,9.744400024414062,True,0,70.0199966430664,180.9252166748047,82.12254333496094,192.6769561767578,0.2557017478622309,False,NONE
file01,Date of entering the Central Government,9.744400024414062,False,0,95.99856567382812,169.1637420654297,296.01995849609375,180.9154815673828,0.658854662470457,False,NONE
file01,Service,9.744400024414062,False,0,95.99856567382812,186.74266052246094,129.7297821044922,198.49440002441406,0.37937537441734503,False,NONE
file01,4.,9.744400024414062,True,0,70.0199966430664,207.80027770996094,82.12254333496094,219.55201721191406,0.2557017478622309,False,NONE
file01,PAY + SI + NPA,9.744400024414062,False,0,95.99856567382812,204.8574676513672,168.8944854736328,216.6092071533203,0.44519840528985033,False,NONE
file01,5.,9.744400024414062,True,0,70.0199966430664,225.91514587402344,82.12254333496094,237.66688537597656,0.2557017478622309,False,NONE
file01,Whether permanent or temporary,9.744400024414062,False,0,95.99856567382812,222.9138641357422,244.10366821289062,234.6656036376953,0.5716003930869222,False,NONE
file01,6.,9.744400024414062,True,0,70.0199966430664,241.09690856933594,82.12254333496094,252.84864807128906,0.2557017478622309,False,NONE
file01,Home Town as recorded in the Service Book,9.744400024414062,False,0,95.99856567382812,241.09690856933594,289.5272216796875,252.84864807128906,0.6479424997538078,False,NONE
file01,7.,9.744400024414062,True,0,70.0199966430664,265.0389404296875,82.12254333496094,276.7906799316406,0.2557017478622309,False,NONE
file01,Whether wife / husband is employed and if,9.744400024414062,False,0,95.99856567382812,253.27745056152344,295.9496765136719,265.0292053222656,0.6587365414915967,False,NONE
file01,so whether entitled to LTC,9.744400024414062,False,0,95.99856567382812,270.85638427734375,212.8251190185547,282.6081237792969,0.5190314028443408,False,NONE
file01,8.,9.744400024414062,True,0,70.0199966430664,309.5611572265625,82.12254333496094,321.3128967285156,0.2557017478622309,False,NONE
file01,Whether the concession is to be availed for,9.744400024414062,False,0,95.99856567382812,288.98095703125,295.94781494140625,300.7326965332031,0.6587334127987132,False,NONE
file01,visiting home town and if so block for which,9.744400024414062,False,0,95.99856567382812,306.55987548828125,296.0480651855469,318.3116149902344,0.6589019006039916,False,NONE
file01,LTC is to be availed.,9.744400024414062,False,0,95.99856567382812,324.19720458984375,186.0504608154297,335.948974609375,0.4740319772928703,False,NONE
file01,9.,9.744400024414062,True,0,70.0199966430664,362.833740234375,82.12254333496094,374.58551025390625,0.2557017478622309,False,NONE
file01,(a) If the concession is to visit anywhere in,9.744400024414062,False,0,95.99856567382812,342.25360107421875,296.0063171386719,354.0053405761719,0.6588317358193277,False,NONE
file01,"India, the place to be visited.",9.744400024414062,False,0,95.99856567382812,359.89093017578125,224.38401794433594,371.6427001953125,0.5384581237280068,False,NONE
file01,(b) Block for which to be availed.,9.744400024414062,False,0,95.99856567382812,377.4698486328125,241.2914581298828,389.2215881347656,0.5668739895860688,False,NONE
file01,10.,9.744400024414062,True,0,70.0199966430664,416.174560546875,88.30438995361328,427.92633056640625,0.26609140604483983,False,NONE
file01,Single,9.744400024414062,False,0,95.99856567382812,395.59442138671875,124.84394073486328,407.3461608886719,0.37116387631712844,False,NONE
file01,rail,9.744400024414062,False,0,136.138671875,395.59442138671875,152.3056182861328,407.3461608886719,0.4847803195985425,False,NONE
file01,fare/bus,9.744400024414062,False,0,163.60035705566406,395.59442138671875,202.4123077392578,407.3461608886719,0.6151473357897846,False,NONE
file01,fare,9.744400024414062,False,0,213.70704650878906,395.59442138671875,233.50669860839844,407.3461608886719,0.7516197396927521,False,NONE
file01,from,9.744400024414062,False,0,244.8404083251953,395.59442138671875,267.9424133300781,407.3461608886719,0.8618198683281907,False,NONE
file01,the,9.744400024414062,False,0,279.2371520996094,395.59442138671875,296.081298828125,407.3461608886719,0.9669217662650997,False,NONE
file01,headquarters to home town/place of visit by,9.744400024414062,False,0,95.99856567382812,413.17327880859375,296.0082092285156,424.925048828125,0.6588349158022584,False,NONE
file01,shortest route.,9.744400024414062,False,0,95.99856567382812,430.752197265625,161.98764038085938,442.5039367675781,0.43359026227678577,False,NONE
file01,11.,9.744400024414062,True,0,70.0199966430664,498.6121826171875,88.30438995361328,510.3639221191406,0.26609140604483983,False,NONE
file01,Persons in respect of whom LTC is proposed to be availed.,9.744400024414062,False,0,95.99856567382812,448.93524169921875,350.760986328125,460.6869812011719,0.750856389919249,False,NONE
file01,S.No,9.744400024414062,True,0,95.99856567382812,464.05853271484375,121.62633514404297,475.810302734375,0.36575613582835476,False,NONE
file01,Name,9.744400024414062,True,0,211.41220092773438,464.05853271484375,242.72096252441406,475.810302734375,0.7632490142052915,False,NONE
file01,Age,9.744400024414062,True,0,343.4770812988281,464.05853271484375,364.9440002441406,475.810302734375,0.809376333541229,False,NONE
file01,Relationship,9.744400024414062,True,0,444.5849609375,464.05853271484375,508.57159423828125,475.810302734375,0.3980562097886029,False,NONE
file01,1.,9.744400024414062,True,0,103.62838745117188,476.23907470703125,115.7309341430664,487.9908142089844,0.3686711287298122,False,NONE
file01,2.,9.744400024414062,True,0,103.62838745117188,488.47802734375,115.7309341430664,500.2297668457031,0.3686711287298122,False,NONE
file01,3.,9.744400024414062,True,0,103.62838745117188,500.65850830078125,115.7309341430664,512.4102783203125,0.3686711287298122,False,NONE
file01,4.,9.744400024414062,True,0,103.62838745117188,512.9559326171875,115.7309341430664,524.7076416015625,0.3686711287298122,False,NONE
file01,5.,9.744400024414062,True,0,103.62838745117188,529.4532470703125,115.7309341430664,541.2049560546875,0.3686711287298122,False,NONE
file01,6.,9.744400024414062,True,0,103.62838745117188,541.6921997070312,115.7309341430664,553.4439086914062,0.3686711287298122,False,NONE
file01,12.  Amount of advance required.,9.744400024414062,True,0,70.02969360351562,561.1322631835938,223.99024963378906,578.7598876953125,0.4941511651047138,False,NONE
file01,Rs.,9.744400024414062,False,0,304.39227294921875,561.1322631835938,320.7657775878906,572.8839721679688,0.9493142007779675,False,NONE
file01,I declare that the particulars furnished above are true and correct to the best of my knowledge.  I,9.744400024414062,False,0,105.07057189941406,596.8357543945312,573.1749267578125,608.5874633789062,0.8600915988954175,False,NONE
file01,undertake to produce the tickets for the outward journey within ten days of receipt of the advance.,9.744400024414062,False,0,70.0296630859375,608.5387573242188,499.6590270996094,620.2904663085938,0.9574599835051208,False,NONE
file01,In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,9.744400024414062,False,0,105.08027648925781,632.061767578125,573.1671142578125,643.8134765625,0.8600884189124869,False,NONE
file01,"advance, I undertake to refund the entire advance in one lump sum.",9.744400024414062,False,0,70.0394287109375,643.8232421875,367.65570068359375,655.574951171875,0.7356220662092963,False,NONE
file01,Date,9.744400024414062,True,0,70.0394287109375,678.9810180664062,95.879638671875,690.7327270507812,0.2788555754332983,False,NONE
file01,Signature of Government Servant.,9.744400024414062,True,0,403.0445556640625,690.7425537109375,572.97509765625,702.4942626953125,0.3596308347557773,False,NONE
file02,Overview,24.0,True,0,252.64999389648438,189.62002563476562,365.9539489746094,216.38002014160156,0.9892092436746834,True,NONE
file02,Foundation Level Extensions,24.0,True,0,139.3459930419922,244.84402465820312,479.3563537597656,271.6040344238281,0.9890484529383042,False,HEADING
file02,Version 1.0,12.0,False,0,275.69000244140625,382.4300231933594,339.8179931640625,395.80999755859375,0.9942679810368158,False,NONE
file02,International Software Testing Qualifications Board,18.0,False,0,103.33999633789062,465.6999816894531,513.4158935546875,485.7699890136719,0.9922289380840227,False,HEADING
